,Unnamed: 0,Name,Market Price,date
52,2,Gruul Guildgate,$0.11,2023-11-28
53,2,Gruul War Chant,$0.06,2023-11-28
54,2,Haazda Snare Squad,$0.01,2023-11-28
55,2,Haunter of Nightveil,$0.03,2023-11-28
56,2,Hidden Strings,$0.26,2023-11-28
57,2,Hired Torturer,$0.02,2023-11-28
58,2,Izzet Cluestone,$0.13,2023-11-28
59,2,Izzet Guildgate,$0.15,2023-11-28
60,2,Jelenn Sphinx,$0.03,2023-11-28
61,2,Korozda Gorgon,$0.04,2023-11-28
62,2,Krasis Incubation,$0.05,2023-11-28
63,2,Kraul Warrior,$0.02,2023-11-28
64,2,Lavinia of the Tenth,$0.23,2023-11-28
65,2,Legion's Initiative,$0.44,2023-11-28
66,2,Lyev Decree,$0.02,2023-11-28
67,2,Master of Cruelties,$3.97,2023-11-28
68,2,Maw of the Obzedat,$0.08,2023-11-28
69,2,Maze Abomination,$0.04,2023-11-28
70,2,Maze Behemoth,$0.04,2023-11-28
71,2,Maze Glider,$0.06,2023-11-28
72,2,Maze Rusher,$0.02,2023-11-28
73,2,Maze Sentinel,$0.05,2023-11-28
74,2,Maze's End,$1.72,2023-11-28
75,2,"Melek, Izzet Paragon",$0.29,2023-11-28
76,2,Mending Touch,$0.03,2023-11-28
77,2,Mindstatic,$0.04,2023-11-28
78,2,"Mirko Vosk, Mind Drinker",$0.59,2023-11-28
79,2,Morgue Burst,$0.04,2023-11-28
80,2,Murmuring Phantasm,$0.04,2023-11-28
81,2,Mutant's Prey,$0.09,2023-11-28
82,2,Nivix Cyclops,$0.05,2023-11-28
83,2,Notion Thief,$0.81,2023-11-28
84,2,Obzedat's Aid,$0.17,2023-11-28
85,2,Opal Lake Gatekeepers,$0.01,2023-11-28
86,2,Orzhov Cluestone,$0.10,2023-11-28
87,2,Orzhov Guildgate,$0.14,2023-11-28
88,2,Phytoburst,$0.13,2023-11-28
89,2,Pilfered Plans,$0.09,2023-11-28
90,2,Plasm Capture,$0.63,2023-11-28
91,2,Pontiff of Blight,$0.50,2023-11-28
92,2,Possibility Storm,$2.84,2023-11-28
93,2,Profit // Loss,$0.12,2023-11-28
94,2,Progenitor Mimic,$1.34,2023-11-28
95,2,Protect // Serve,$0.05,2023-11-28
96,2,Punish the Enemy,$0.09,2023-11-28
97,2,Putrefy,$0.26,2023-11-28
98,2,Pyrewild Shaman,$0.10,2023-11-28
99,2,Rakdos Cluestone,$0.09,2023-11-28
100,2,Rakdos Drake,$0.02,2023-11-28
101,2,Rakdos Guildgate,$0.09,2023-11-28
102,2,Ral Zarek,$1.33,2023-11-28
103,2,Ready // Willing,$0.24,2023-11-28
104,2,Reap Intellect,$0.24,2023-11-28
105,2,Render Silent,$1.19,2023-11-28
106,2,Renegade Krasis,$0.22,2023-11-28
107,2,Renounce the Guilds,$0.15,2023-11-28
108,2,Restore the Peace,$0.07,2023-11-28
109,2,Riot Control,$0.28,2023-11-28
110,2,Riot Piker,$0.02,2023-11-28
111,2,Rot Farm Skeleton,$0.06,2023-11-28
112,2,Rubblebelt Maaka,$0.04,2023-11-28
113,2,Runner's Bane,$0.04,2023-11-28
114,2,"Ruric Thar, the Unbowed",$0.23,2023-11-28
115,2,Saruli Gatekeepers,$0.07,2023-11-28
116,2,Savageborn Hydra,$0.38,2023-11-28
117,2,Scab-Clan Giant,$0.03,2023-11-28
118,2,Scion of Vitu-Ghazi,$0.14,2023-11-28
119,2,Selesnya Cluestone,$0.07,2023-11-28
120,2,Selesnya Guildgate,$0.10,2023-11-28
121,2,Showstopper,$0.09,2023-11-28
122,2,Simic Cluestone,$0.07,2023-11-28
123,2,Simic Guildgate,$0.11,2023-11-28
124,2,Sin Collector,$0.07,2023-11-28
125,2,Sinister Possession,$0.05,2023-11-28
126,2,Sire of Insanity,$0.42,2023-11-28
127,2,Skylasher,$0.28,2023-11-28
128,2,Smelt-Ward Gatekeepers,$0.03,2023-11-28
129,2,Species Gorger,$0.05,2023-11-28
130,2,Spike Jester,$0.05,2023-11-28
131,2,Steeple Roc,$0.03,2023-11-28
132,2,Sunspire Gatekeepers,$0.02,2023-11-28
133,2,"Tajic, Blade of the Legion",$0.22,2023-11-28
134,2,"Teysa, Envoy of Ghosts",$0.38,2023-11-28
135,2,Thrashing Mossdog,$0.06,2023-11-28
136,2,Tithe Drinker,$0.20,2023-11-28
137,2,Toil // Trouble,$0.09,2023-11-28
138,2,Trait Doctoring,$0.24,2023-11-28
139,2,Trostani's Summoner,$0.08,2023-11-28
140,2,Turn // Burn,$0.10,2023-11-28
141,2,Ubul Sar Gatekeepers,$0.03,2023-11-28
142,2,Uncovered Clues,$0.02,2023-11-28
143,2,Unflinching Courage,$0.13,2023-11-28
144,2,"Varolz, the Scar-Striped",$0.46,2023-11-28
145,2,Viashino Firstblade,$0.04,2023-11-28
146,2,Voice of Resurgence,$2.46,2023-11-28
147,2,Vorel of the Hull Clade,$0.55,2023-11-28
148,2,Wake the Reflections,$0.07,2023-11-28
149,2,Warleader's Helix,$0.09,2023-11-28
150,2,Warped Physique,$0.06,2023-11-28
151,2,Weapon Surge,$0.02,2023-11-28
152,2,Wear // Tear,$1.12,2023-11-28
153,2,Wind Drake,$0.01,2023-11-28
154,2,Woodlot Crawler,$0.03,2023-11-28
155,2,Zhur-Taa Ancient,$0.27,2023-11-28
156,2,Zhur-Taa Druid,$0.15,2023-11-28
