,Unnamed: 0,Name,Market Price,date
43,2,"Boseiju, Who Endures (Extended Art)",$36.19,2023-11-22
44,2,Brilliant Restoration,$0.44,2023-11-22
45,2,Brilliant Restoration (Extended Art),$0.60,2023-11-22
46,2,Brilliant Restoration (Showcase),$1.21,2023-11-22
47,2,Bronze Cudgels,$0.02,2023-11-22
48,2,Bronzeplate Boar,$0.03,2023-11-22
49,2,Brute Suit,$0.02,2023-11-22
50,2,Careful Cultivation,$0.03,2023-11-22
51,2,Chainflail Centipede,$0.02,2023-11-22
52,2,Circuit Mender,$0.16,2023-11-22
53,2,Clawing Torment,$0.06,2023-11-22
54,2,Cloudsteel Kirin,$0.23,2023-11-22
55,2,Cloudsteel Kirin (Extended Art),$0.22,2023-11-22
56,2,Cloudsteel Kirin (Showcase),$0.45,2023-11-22
57,2,Coiling Stalker,$0.02,2023-11-22
58,2,Coiling Stalker (Showcase),$0.03,2023-11-22
59,2,Colossal Skyturtle,$0.21,2023-11-22
60,2,Commune with Spirits,$0.06,2023-11-22
61,2,Construct Token (006),$0.04,2023-11-22
62,2,Construct Token (015),$0.03,2023-11-22
63,2,Containment Construct,$0.24,2023-11-22
64,2,Covert Technician,$0.03,2023-11-22
65,2,Covert Technician (Showcase),$0.03,2023-11-22
66,2,Crackling Emergence,$0.01,2023-11-22
67,2,Debt to the Kami,$0.05,2023-11-22
68,2,Discover the Impossible,$0.02,2023-11-22
69,2,Dismal Backwater,$0.10,2023-11-22
70,2,Disruption Protocol,$0.06,2023-11-22
71,2,Dockside Chef,$0.23,2023-11-22
72,2,Dokuchi Shadow-Walker,$0.02,2023-11-22
73,2,Dokuchi Shadow-Walker (Showcase),$0.02,2023-11-22
74,2,Dokuchi Silencer,$0.09,2023-11-22
75,2,Dokuchi Silencer (Showcase),$0.07,2023-11-22
76,2,Dragon Spirit Token,$1.90,2023-11-22
77,2,Dragonfly Suit,$0.02,2023-11-22
78,2,Dragonspark Reactor,$0.08,2023-11-22
79,2,Dramatist's Puppet,$0.02,2023-11-22
80,2,Eater of Virtue,$0.21,2023-11-22
81,2,Eater of Virtue (Extended Art),$0.26,2023-11-22
82,2,Eater of Virtue (Showcase),$0.31,2023-11-22
83,2,Ecologist's Terrarium,$0.02,2023-11-22
84,2,Eiganjo Exemplar,$0.02,2023-11-22
85,2,Eiganjo Exemplar (Showcase),$0.02,2023-11-22
86,2,Eiganjo Uprising,$0.10,2023-11-22
87,2,Eiganjo Uprising (Extended Art),$0.15,2023-11-22
88,2,Eiganjo Uprising (Showcase),$0.17,2023-11-22
89,2,"Eiganjo, Seat of the Empire",$6.07,2023-11-22
90,2,"Eiganjo, Seat of the Empire (Borderless)",$6.85,2023-11-22
91,2,"Eiganjo, Seat of the Empire (Extended Art)",$5.80,2023-11-22
92,2,Emblem - Kaito Shizuki,$0.40,2023-11-22
93,2,"Emblem - Tezzeret, Betrayer of Flesh",$0.28,2023-11-22
94,2,Enormous Energy Blade,$0.01,2023-11-22
95,2,Enthusiastic Mechanaut,$0.18,2023-11-22
96,2,Era of Enlightenment,$0.03,2023-11-22
97,2,Essence Capture,$0.04,2023-11-22
98,2,Experimental Synthesizer,$0.38,2023-11-22
99,2,Explosive Entry,$0.01,2023-11-22
100,2,Explosive Singularity,$0.33,2023-11-22
101,2,Explosive Singularity (Extended Art),$0.38,2023-11-22
102,2,Explosive Singularity (Showcase),$0.52,2023-11-22
103,2,Explosive Singularity (Showcase) (Foil Etched),$3.70,2023-11-22
104,2,Fable of the Mirror-Breaker,$14.50,2023-11-22
105,2,Fable of the Mirror-Breaker (Extended Art),$14.84,2023-11-22
106,2,Fable of the Mirror-Breaker (Showcase),$17.26,2023-11-22
107,2,Fade into Antiquity,$0.02,2023-11-22
108,2,Fang of Shigeki,$0.05,2023-11-22
109,2,Fang of Shigeki (Showcase),$0.02,2023-11-22
110,2,Farewell,$6.99,2023-11-22
111,2,Farewell (Extended Art),$12.49,2023-11-22
112,2,Farewell (Showcase),$11.27,2023-11-22
113,2,Farewell (Showcase) (Foil Etched),$20.53,2023-11-22
114,2,Favor of Jukai,$0.01,2023-11-22
115,2,Flame Discharge,$0.02,2023-11-22
116,2,Forest (291),$0.08,2023-11-22
117,2,Forest (292),$0.06,2023-11-22
118,2,Forest (301) - JP Full Art,$1.56,2023-11-22
119,2,Forest (302) - JP Full Art,$1.37,2023-11-22
120,2,Futurist Operative,$0.01,2023-11-22
121,2,Futurist Operative (Showcase),$0.02,2023-11-22
122,2,Futurist Sentinel,$0.03,2023-11-22
123,2,Generous Visitor,$0.14,2023-11-22
124,2,Geothermal Kami,$0.02,2023-11-22
125,2,Gift of Wrath,$0.01,2023-11-22
126,2,Gloomshrieker,$0.09,2023-11-22
127,2,Go-Shintai of Ancient Wars,$0.10,2023-11-22
128,2,Go-Shintai of Boundless Vigor,$0.11,2023-11-22
129,2,Go-Shintai of Hidden Cruelty,$0.12,2023-11-22
130,2,Go-Shintai of Lost Wisdom,$0.14,2023-11-22
131,2,Go-Shintai of Shared Purpose,$0.09,2023-11-22
132,2,Goblin Shaman Token,$8.47,2023-11-22
133,2,Golden-Tail Disciple,$0.02,2023-11-22
134,2,"Goro-Goro, Disciple of Ryusei",$0.74,2023-11-22
135,2,"Goro-Goro, Disciple of Ryusei (Extended Art)",$0.83,2023-11-22
136,2,"Goro-Goro, Disciple of Ryusei (Showcase)",$1.87,2023-11-22
137,2,Grafted Growth,$0.02,2023-11-22
138,2,Gravelighter,$0.10,2023-11-22
139,2,"Greasefang, Okiba Boss",$0.24,2023-11-22
140,2,"Greasefang, Okiba Boss (Extended Art)",$0.81,2023-11-22
141,2,"Greasefang, Okiba Boss (Showcase)",$1.67,2023-11-22
142,2,Greater Tanuki,$0.11,2023-11-22
143,2,Guardians of Oboro,$0.01,2023-11-22
144,2,Guardians of Oboro (Showcase),$0.03,2023-11-22
145,2,Harmonious Emergence,$0.02,2023-11-22
146,2,"Heiko Yamazaki, the General",$0.03,2023-11-22
147,2,"Heiko Yamazaki, the General (Showcase)",$0.07,2023-11-22
148,2,Heir of the Ancient Fang,$0.01,2023-11-22
149,2,Heir of the Ancient Fang (Showcase),$0.04,2023-11-22
150,2,Helper Card - 1/9,$0.11,2023-11-22
151,2,Helper Card - 2/9,$0.10,2023-11-22
152,2,Helper Card - 3/9,$0.12,2023-11-22
153,2,Helper Card - 4/9,$0.15,2023-11-22
154,2,Helper Card - 5/9,$0.13,2023-11-22
155,2,Helper Card - 6/9,$0.09,2023-11-22
156,2,Helper Card - 7/9,$0.08,2023-11-22
157,2,Helper Card - 8/9,$0.09,2023-11-22
158,2,Helper Card - 9/9,$0.07,2023-11-22
159,2,Hidetsugu Consumes All,$2.63,2023-11-22
160,2,Hidetsugu Consumes All (Extended Art),$2.99,2023-11-22
161,2,Hidetsugu Consumes All (Showcase),$3.62,2023-11-22
162,2,"Hidetsugu, Devouring Chaos",$0.17,2023-11-22
163,2,"Hidetsugu, Devouring Chaos (Extended Art)",$0.18,2023-11-22
164,2,"Hidetsugu, Devouring Chaos (Neon Blue)",$25.63,2023-11-22
165,2,"Hidetsugu, Devouring Chaos (Neon Green)",$90.77,2023-11-22
166,2,"Hidetsugu, Devouring Chaos (Neon Red)","$1,025.00",2023-11-22
167,2,"Hidetsugu, Devouring Chaos (Neon Yellow) (WPN Exclusive)",$24.65,2023-11-22
168,2,"Hidetsugu, Devouring Chaos (Showcase)",$0.26,2023-11-22
169,2,High-Speed Hoverbike,$0.09,2023-11-22
170,2,"Hinata, Dawn-Crowned",$0.13,2023-11-22
171,2,"Hinata, Dawn-Crowned (Extended Art)",$0.24,2023-11-22
172,2,"Hinata, Dawn-Crowned (Showcase)",$0.29,2023-11-22
173,2,Historian's Wisdom,$0.01,2023-11-22
174,2,Hotshot Mechanic,$0.12,2023-11-22
175,2,Human Monk Token,$0.10,2023-11-22
176,2,Imperial Oath,$0.02,2023-11-22
177,2,Imperial Recovery Unit,$0.03,2023-11-22
178,2,Imperial Subduer,$0.01,2023-11-22
179,2,Imperial Subduer (Showcase),$0.03,2023-11-22
180,2,Inkrise Infiltrator,$0.02,2023-11-22
181,2,Inkrise Infiltrator (Showcase),$0.03,2023-11-22
182,2,Intercessor's Arrest,$0.03,2023-11-22
183,2,Inventive Iteration,$0.19,2023-11-22
184,2,Inventive Iteration (Extended Art),$0.21,2023-11-22
185,2,Inventive Iteration (Showcase),$0.20,2023-11-22
186,2,Invigorating Hot Spring,$0.14,2023-11-22
187,2,Invoke Calamity,$0.21,2023-11-22
188,2,Invoke Calamity (Extended Art),$0.20,2023-11-22
189,2,Invoke Calamity (Showcase),$0.27,2023-11-22
190,2,Invoke Despair,$0.38,2023-11-22
191,2,Invoke Despair (Extended Art),$0.57,2023-11-22
192,2,Invoke Despair (Showcase),$0.66,2023-11-22
193,2,Invoke Justice,$0.15,2023-11-22
194,2,Invoke Justice (Extended Art),$0.20,2023-11-22
195,2,Invoke Justice (Showcase),$0.26,2023-11-22
196,2,Invoke the Ancients,$0.07,2023-11-22
197,2,Invoke the Ancients (Extended Art),$0.20,2023-11-22
198,2,Invoke the Ancients (Showcase),$0.15,2023-11-22
199,2,Invoke the Winds,$0.17,2023-11-22
200,2,Invoke the Winds (Extended Art),$0.19,2023-11-22
201,2,Invoke the Winds (Showcase),$0.22,2023-11-22
202,2,Iron Apprentice,$0.10,2023-11-22
203,2,Ironhoof Boar,$0.02,2023-11-22
204,2,Island (285),$0.10,2023-11-22
205,2,Island (286),$0.06,2023-11-22
206,2,Island (295) - JP Full Art,$1.81,2023-11-22
207,2,Island (296) - JP Full Art,$1.79,2023-11-22
208,2,"Isshin, Two Heavens as One",$0.40,2023-11-22
209,2,"Isshin, Two Heavens as One (Extended Art)",$1.14,2023-11-22
210,2,"Isshin, Two Heavens as One (Showcase)",$2.60,2023-11-22
211,2,"Jin-Gitaxias, Progress Tyrant",$5.96,2023-11-22
212,2,"Jin-Gitaxias, Progress Tyrant (Extended Art)",$6.32,2023-11-22
213,2,"Jin-Gitaxias, Progress Tyrant (Phyrexian)",$4.06,2023-11-22
214,2,"Jin-Gitaxias, Progress Tyrant (Phyrexian) (Foil Etched)",$20.60,2023-11-22
215,2,"Jin-Gitaxias, Progress Tyrant (Showcase)",$11.27,2023-11-22
216,2,Jugan Defends the Temple,$1.20,2023-11-22
217,2,Jugan Defends the Temple (Extended Art),$1.96,2023-11-22
218,2,Jugan Defends the Temple (Showcase),$2.76,2023-11-22
219,2,Jukai Naturalist,$0.17,2023-11-22
220,2,Jukai Preserver,$0.01,2023-11-22
221,2,Jukai Trainee,$0.01,2023-11-22
222,2,Jukai Trainee (Showcase),$0.02,2023-11-22
223,2,Jungle Hollow,$0.08,2023-11-22
224,2,"Junji, the Midnight Sky",$4.78,2023-11-22
225,2,"Junji, the Midnight Sky (Borderless)",$9.55,2023-11-22
226,2,"Junji, the Midnight Sky (Extended Art)",$5.74,2023-11-22
227,2,"Kairi, the Swirling Sky",$0.52,2023-11-22
228,2,"Kairi, the Swirling Sky (Borderless)",$1.71,2023-11-22
229,2,"Kairi, the Swirling Sky (Extended Art)",$0.81,2023-11-22
230,2,Kaito Shizuki,$2.74,2023-11-22
231,2,Kaito Shizuki (Borderless),$3.86,2023-11-22
232,2,Kaito Shizuki (Showcase),$7.04,2023-11-22
233,2,Kaito Shizuki (Showcase) (Foil Etched),$11.29,2023-11-22
234,2,Kaito's Pursuit,$0.02,2023-11-22
235,2,Kami of Industry,$0.01,2023-11-22
236,2,Kami of Restless Shadows,$0.03,2023-11-22
237,2,Kami of Terrible Secrets,$0.01,2023-11-22
238,2,Kami of Transience,$0.19,2023-11-22
239,2,Kami of Transience (Extended Art),$0.26,2023-11-22
240,2,Kami of Transience (Showcase),$0.20,2023-11-22
241,2,Kami's Flare,$0.02,2023-11-22
242,2,Kappa Tech-Wrecker,$0.04,2023-11-22
243,2,Kappa Tech-Wrecker (Showcase),$0.06,2023-11-22
244,2,Keimi Token,$1.41,2023-11-22
245,2,Kindled Fury,$0.02,2023-11-22
246,2,Kitsune Ace,$0.02,2023-11-22
247,2,Kodama of the West Tree,$11.83,2023-11-22
248,2,Kodama of the West Tree (Extended Art),$10.31,2023-11-22
249,2,Kodama of the West Tree (Showcase),$10.53,2023-11-22
250,2,Kodama of the West Tree (Showcase) (Foil Etched),$16.90,2023-11-22
251,2,"Kotose, the Silent Spider",$0.07,2023-11-22
252,2,"Kotose, the Silent Spider (Extended Art)",$0.15,2023-11-22
253,2,"Kotose, the Silent Spider (Showcase)",$0.36,2023-11-22
254,2,Kumano Faces Kakkazan,$0.45,2023-11-22
255,2,"Kura, the Boundless Sky",$1.95,2023-11-22
256,2,"Kura, the Boundless Sky (Borderless)",$4.32,2023-11-22
257,2,"Kura, the Boundless Sky (Extended Art)",$2.24,2023-11-22
258,2,"Kyodai, Soul of Kamigawa",$0.16,2023-11-22
259,2,"Kyodai, Soul of Kamigawa (Borderless)",$0.24,2023-11-22
260,2,"Kyodai, Soul of Kamigawa (Extended Art)",$0.21,2023-11-22
261,2,Leech Gauntlet,$0.03,2023-11-22
262,2,Lethal Exploit,$0.01,2023-11-22
263,2,Life of Toshiro Umezawa,$0.02,2023-11-22
264,2,Light the Way,$0.02,2023-11-22
265,2,"Light-Paws, Emperor's Voice",$0.98,2023-11-22
266,2,"Light-Paws, Emperor's Voice (Extended Art)",$2.29,2023-11-22
267,2,"Light-Paws, Emperor's Voice (Showcase)",$4.12,2023-11-22
268,2,Lion Sash,$1.80,2023-11-22
269,2,Lion Sash (Extended Art),$1.69,2023-11-22
270,2,Lion Sash (Showcase),$3.12,2023-11-22
271,2,Lizard Blades,$0.79,2023-11-22
272,2,Lizard Blades (Extended Art),$1.01,2023-11-22
273,2,Lizard Blades (Showcase),$1.79,2023-11-22
274,2,Lucky Offering,$0.02,2023-11-22
275,2,Magic Minigame: Booster Sleuth,$0.02,2023-11-22
276,2,Magic Minigame: Cyber Simulacrum,$0.05,2023-11-22
277,2,Magic Minigame: Winchester Draft,$0.05,2023-11-22
278,2,Malicious Malfunction,$0.02,2023-11-22
279,2,March of Burgeoning Life,$0.10,2023-11-22
280,2,March of Burgeoning Life (Extended Art),$0.18,2023-11-22
281,2,March of Burgeoning Life (Showcase),$0.15,2023-11-22
282,2,March of Otherworldly Light,$1.05,2023-11-22
283,2,March of Otherworldly Light (Extended Art),$1.42,2023-11-22
284,2,March of Otherworldly Light (Showcase),$1.20,2023-11-22
285,2,March of Reckless Joy,$0.16,2023-11-22
286,2,March of Reckless Joy (Extended Art),$0.16,2023-11-22
287,2,March of Reckless Joy (Showcase),$0.24,2023-11-22
288,2,March of Swirling Mist,$1.97,2023-11-22
289,2,March of Swirling Mist (Extended Art),$1.78,2023-11-22
290,2,March of Swirling Mist (Showcase),$2.21,2023-11-22
291,2,March of Wretched Sorrow,$0.24,2023-11-22
292,2,March of Wretched Sorrow (Extended Art),$0.52,2023-11-22
293,2,March of Wretched Sorrow (Showcase),$0.90,2023-11-22
294,2,Master's Rebuke,$0.06,2023-11-22
295,2,Mech Hangar,$0.19,2023-11-22
296,2,Mechtitan Core,$0.22,2023-11-22
297,2,Mechtitan Core (Extended Art),$0.17,2023-11-22
298,2,Mechtitan Core (Showcase),$1.17,2023-11-22
299,2,Mechtitan Token,$3.09,2023-11-22
300,2,Michiko's Reign of Truth,$0.09,2023-11-22
301,2,Mindlink Mech,$0.11,2023-11-22
302,2,Mindlink Mech (Extended Art),$0.13,2023-11-22
303,2,Mindlink Mech (Showcase),$0.29,2023-11-22
304,2,Mirror Box,$1.23,2023-11-22
305,2,Mirror Box (Extended Art),$1.47,2023-11-22
306,2,Mirror Box (Showcase),$1.41,2023-11-22
307,2,Mirrorshell Crab,$0.10,2023-11-22
308,2,Mnemonic Sphere,$0.02,2023-11-22
309,2,Mobilizer Mech,$0.05,2023-11-22
310,2,Moon-Circuit Hacker,$0.16,2023-11-22
311,2,Moon-Circuit Hacker (Showcase),$0.09,2023-11-22
312,2,Moonfolk Puzzlemaker,$0.02,2023-11-22
313,2,Moonsnare Prototype,$0.07,2023-11-22
314,2,Moonsnare Specialist,$0.04,2023-11-22
315,2,Moonsnare Specialist (Showcase),$0.08,2023-11-22
316,2,Mothrider Patrol,$0.03,2023-11-22
317,2,Mountain (289),$0.10,2023-11-22
318,2,Mountain (290),$0.07,2023-11-22
319,2,Mountain (299) - JP Full Art,$1.53,2023-11-22
320,2,Mountain (300) - JP Full Art,$1.36,2023-11-22
321,2,Mukotai Ambusher,$0.06,2023-11-22
322,2,Mukotai Ambusher (Showcase),$0.03,2023-11-22
323,2,Mukotai Soulripper,$0.06,2023-11-22
324,2,Mukotai Soulripper (Extended Art),$0.10,2023-11-22
325,2,Mukotai Soulripper (Showcase),$0.19,2023-11-22
326,2,"Naomi, Pillar of Order",$0.02,2023-11-22
327,2,"Nashi, Moon Sage's Scion",$1.58,2023-11-22
328,2,"Nashi, Moon Sage's Scion (Extended Art)",$1.52,2023-11-22
329,2,"Nashi, Moon Sage's Scion (Showcase)",$2.84,2023-11-22
330,2,"Nashi, Moon Sage's Scion (Showcase) (Foil Etched)",$8.07,2023-11-22
331,2,Network Disruptor,$0.05,2023-11-22
332,2,Network Terminal,$0.06,2023-11-22
333,2,Nezumi Bladeblesser,$0.02,2023-11-22
334,2,Nezumi Bladeblesser (Showcase),$0.05,2023-11-22
335,2,Nezumi Prowler,$0.12,2023-11-22
336,2,Nezumi Prowler (Showcase),$0.08,2023-11-22
337,2,Ninja Token,$3.48,2023-11-22
338,2,Ninja's Kunai,$0.03,2023-11-22
339,2,"Norika Yamazaki, the Poet",$0.04,2023-11-22
340,2,"Norika Yamazaki, the Poet (Showcase)",$0.06,2023-11-22
341,2,Ogre-Head Helm,$0.06,2023-11-22
342,2,Ogre-Head Helm (Extended Art),$0.20,2023-11-22
343,2,Ogre-Head Helm (Showcase),$0.16,2023-11-22
344,2,Okiba Reckoner Raid,$0.04,2023-11-22
345,2,Okiba Salvage,$0.02,2023-11-22
346,2,Oni-Cult Anvil,$0.11,2023-11-22
347,2,Orochi Merge-Keeper,$0.03,2023-11-22
348,2,"Otawara, Soaring City",$16.28,2023-11-22
349,2,"Otawara, Soaring City (Borderless)",$18.63,2023-11-22
350,2,"Otawara, Soaring City (Extended Art)",$16.36,2023-11-22
351,2,Papercraft Decoy,$0.02,2023-11-22
352,2,Patchwork Automaton,$1.73,2023-11-22
353,2,Peerless Samurai,$0.02,2023-11-22
354,2,Peerless Samurai (Showcase),$0.02,2023-11-22
355,2,Pilot Token,$0.38,2023-11-22
356,2,Plains (283),$0.10,2023-11-22
357,2,Plains (284),$0.07,2023-11-22
358,2,Plains (293) - JP Full Art,$2.12,2023-11-22
359,2,Plains (294) - JP Full Art,$1.60,2023-11-22
360,2,Planar Incision,$0.11,2023-11-22
361,2,Prodigy's Prototype,$0.04,2023-11-22
362,2,Prosperous Thief,$0.15,2023-11-22
363,2,Prosperous Thief (Showcase),$0.11,2023-11-22
364,2,Rabbit Battery,$0.18,2023-11-22
365,2,"Raiyuu, Storm's Edge",$0.18,2023-11-22
366,2,"Raiyuu, Storm's Edge (Extended Art)",$0.25,2023-11-22
367,2,"Raiyuu, Storm's Edge (Showcase)",$1.71,2023-11-22
368,2,Rat Rogue Token,$0.23,2023-11-22
369,2,Reality Heist,$0.05,2023-11-22
370,2,Reckoner Bankbuster,$1.22,2023-11-22
371,2,Reckoner Bankbuster (Extended Art),$1.35,2023-11-22
372,2,Reckoner Bankbuster (Showcase),$1.97,2023-11-22
373,2,Reckoner Shakedown,$0.01,2023-11-22
374,2,Reckoner's Bargain,$0.38,2023-11-22
375,2,Regent's Authority,$0.02,2023-11-22
376,2,Reinforced Ronin,$0.13,2023-11-22
377,2,Reinforced Ronin (Showcase),$0.13,2023-11-22
378,2,Reito Sentinel,$0.05,2023-11-22
379,2,Repel the Vile,$0.01,2023-11-22
380,2,Replication Specialist,$0.04,2023-11-22
381,2,Return to Action,$0.03,2023-11-22
382,2,"Risona, Asari Commander",$0.10,2023-11-22
383,2,"Risona, Asari Commander (Extended Art)",$0.14,2023-11-22
384,2,"Risona, Asari Commander (Showcase)",$0.65,2023-11-22
385,2,"Risona, Asari Commander (Showcase) (Foil Etched)",$3.16,2023-11-22
386,2,Roadside Reliquary,$0.18,2023-11-22
387,2,Roaring Earth,$0.12,2023-11-22
388,2,Rugged Highlands,$0.05,2023-11-22
389,2,Runaway Trash-Bot,$0.04,2023-11-22
390,2,Saiba Trespassers,$0.02,2023-11-22
391,2,Samurai (003) // Construct (006) Double-sided Token,$0.02,2023-11-22
392,2,Samurai (003) // Construct (015) Double-sided Token,$0.09,2023-11-22
393,2,Samurai (003) // Emblem - Kaito Shizuki Double-sided Token,$0.46,2023-11-22
394,2,"Samurai (003) // Emblem - Tezzeret, Betrayer of Flesh Double-sided Token",$0.47,2023-11-22
395,2,Samurai (003) // Goblin Shaman (008) Double-sided Token,$9.99,2023-11-22
396,2,Samurai (003) // Human Monk (010) Double-sided Token,$0.13,2023-11-22
397,2,Samurai (003) // Keimi (013) Double-sided Token,$1.02,2023-11-22
398,2,Samurai (003) // Mechtitan (014) Double-sided Token,$1.66,2023-11-22
399,2,Samurai (003) // Ninja (004) Double-sided Token,$2.13,2023-11-22
400,2,Samurai (003) // Pilot (001) Double-sided Token,$0.30,2023-11-22
401,2,Samurai (003) // Rat Rogue (005) Double-sided Token,$0.15,2023-11-22
402,2,Samurai (003) // Spirit (009) Double-sided Token,$0.11,2023-11-22
403,2,Samurai (003) // Spirit (011) Double-sided Token,$0.14,2023-11-22
404,2,Samurai (003) // Spirit (012) Double-sided Token,$0.26,2023-11-22
405,2,Samurai (003) // Tamiyo's Notebook (016) Double-sided Token,$0.29,2023-11-22
406,2,Samurai (003) // Treasure (017) Double-sided Token,$0.16,2023-11-22
407,2,Samurai Token,$0.07,2023-11-22
408,2,Satoru Umezawa,$0.22,2023-11-22
409,2,Satoru Umezawa (Extended Art),$0.36,2023-11-22
410,2,Satoru Umezawa (Showcase),$0.49,2023-11-22
411,2,Satoru Umezawa (Showcase) (Foil Etched),$4.35,2023-11-22
412,2,"Satsuki, the Living Lore",$0.23,2023-11-22
413,2,"Satsuki, the Living Lore (Extended Art)",$0.28,2023-11-22
414,2,"Satsuki, the Living Lore (Showcase)",$0.48,2023-11-22
415,2,Scoured Barrens,$0.11,2023-11-22
416,2,Scrap Welder,$0.11,2023-11-22
417,2,Scrap Welder (Extended Art),$0.20,2023-11-22
418,2,Scrap Welder (Showcase),$0.19,2023-11-22
419,2,Scrapyard Steelbreaker,$0.02,2023-11-22
420,2,Searchlight Companion,$0.02,2023-11-22
421,2,Season of Renewal,$0.02,2023-11-22
422,2,Secluded Courtyard,$1.20,2023-11-22
423,2,Seismic Wave,$0.02,2023-11-22
424,2,Selfless Samurai,$0.09,2023-11-22
425,2,Selfless Samurai (Showcase),$0.06,2023-11-22
426,2,Seven-Tail Mentor,$0.02,2023-11-22
427,2,Seven-Tail Mentor (Showcase),$0.02,2023-11-22
428,2,"Shigeki, Jukai Visionary",$0.48,2023-11-22
429,2,"Shigeki, Jukai Visionary (Extended Art)",$0.47,2023-11-22
430,2,"Shigeki, Jukai Visionary (Showcase)",$0.81,2023-11-22
431,2,Short Circuit,$0.03,2023-11-22
432,2,Shrine Steward,$0.03,2023-11-22
433,2,Silver-Fur Master,$0.14,2023-11-22
434,2,Silver-Fur Master (Showcase),$0.10,2023-11-22
435,2,Simian Sling,$0.01,2023-11-22
436,2,Sky-Blessed Samurai,$0.02,2023-11-22
437,2,Sky-Blessed Samurai (Showcase),$0.03,2023-11-22
438,2,Skyswimmer Koi,$0.02,2023-11-22
439,2,Sokenzan Smelter,$0.07,2023-11-22
440,2,"Sokenzan, Crucible of Defiance",$3.05,2023-11-22
441,2,"Sokenzan, Crucible of Defiance (Borderless)",$3.02,2023-11-22
442,2,"Sokenzan, Crucible of Defiance (Extended Art)",$2.95,2023-11-22
443,2,Soul Transfer,$0.16,2023-11-22
444,2,Soul Transfer (Extended Art),$0.19,2023-11-22
445,2,Soul Transfer (Showcase),$0.20,2023-11-22
446,2,Spell Pierce,$0.25,2023-11-22
447,2,Spinning Wheel Kick,$0.08,2023-11-22
448,2,Spirit (002) // Construct (006) Double-sided Token,$0.25,2023-11-22
449,2,Spirit (002) // Construct (015) Double-sided Token,$0.10,2023-11-22
450,2,Spirit (002) // Dragon Spirit (007) Double-sided Token,$0.72,2023-11-22
451,2,Spirit (002) // Emblem - Kaito Shizuki Double-sided Token,$0.22,2023-11-22
452,2,"Spirit (002) // Emblem - Tezzeret, Betrayer of Flesh Double-sided Token",$0.22,2023-11-22
453,2,Spirit (002) // Human Monk (010) Double-sided Token,$0.20,2023-11-22
454,2,Spirit (002) // Keimi (013) Double-sided Token,$1.20,2023-11-22
455,2,Spirit (002) // Mechtitan (014) Double-sided Token,$1.84,2023-11-22
456,2,Spirit (002) // Pilot (001) Double-sided Token,$0.28,2023-11-22
457,2,Spirit (002) // Rat Rogue (005) Double-sided Token,$0.48,2023-11-22
458,2,Spirit (002) // Spirit (009) Double-sided Token,$0.49,2023-11-22
459,2,Spirit (002) // Spirit (011) Double-sided Token,$1.30,2023-11-22
